customer_id,name,region,contract_type,contact_pref,has_auto_pay,is_on_promotion,num_products,tenure_days,ARPU,avg_monthly_spend_6m,total_data_MB_30d,total_minutes_30d,num_late_payments_12m,payment_delay_days_mean_12m,days_since_last_payment,overdue_amount,complaint_last_6m,downgrade_in_last_90d,support_calls_3m,recent_topup_amount,due_date,suspension_date,payment_link,support_number,churned,risk_score,label
CUST01948,Arjun_448,Central,prepaid,email,0,1,1,721,160.99,189.26,1194,77,2,8.0,2,399.37,0,0,0,50,2025-12-14,2025-12-24,{payment_link},1800-333-444,0,1.2988378913679777,defector
CUST01239,Rahul_239,East,postpaid,email,0,0,1,3590,454.45,459.63,2294,448,0,3.68,34,284.46,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.31955061221584,premium
CUST00310,Sneha_310,South,postpaid,sms,1,1,2,403,320.16,343.83,3377,523,0,5.98,35,74.32,0,0,1,50,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.1329515603386862,premium
CUST00478,Diya_478,North,postpaid,sms,1,0,1,1358,377.82,357.7,7632,357,1,0.0,10,517.58,0,0,0,200,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,0.6591753695492724,normal
CUST00549,Ananya_49,East,postpaid,sms,0,0,1,587,447.76,406.69,3531,406,0,0.55,66,517.76,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.6155545079662688,normal
CUST01378,Saanvi_378,North,fixed,sms,1,1,1,406,488.75,494.04,16428,452,2,16.52,45,1006.23,0,0,0,50,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,1.0883081919694553,normal
CUST01879,Vihaan_379,South,prepaid,email,0,1,2,301,233.0,220.54,9519,24,1,8.03,95,540.39,0,0,0,0,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,1.2267796519544572,defector
CUST00848,Isha_348,West,postpaid,sms,0,0,2,1206,329.31,311.07,7917,577,0,1.88,5,197.7,0,1,1,200,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.3575968986972492,premium
CUST01109,Neha_109,East,postpaid,sms,0,1,2,89,507.93,433.77,6119,395,1,0.15,20,1088.78,0,0,0,100,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,1.12541992319965,normal
CUST01831,Kavya_331,East,prepaid,sms,0,1,1,265,150.15,161.99,1766,158,1,1.19,16,217.04,1,0,2,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.7601769901296186,normal
CUST00850,Rahul_350,North,postpaid,sms,1,0,1,1073,349.4,351.2,3222,476,0,8.76,28,384.15,0,0,2,100,2025-12-29,2026-01-08,{payment_link},1800-222-333,0,0.5595461629201546,normal
